Time,Total,315,305,281,267,254,248,247,246,245,227,188,182,181,180,170,152,121,68,67
 09/26  07:00:00,84301298.4,0,0,6902.280374,3413.149431,150300.2433,7248.516859,11821.59046,0,0,261295.2732,501056.424,7058.134062,5692.250126,0,25049.61431,27280.02351,17080.4537,0,0
 09/26  07:01:00,100877807.9,0,7641550.911,9935.280289,7183.581786,156117.0514,11087.59214,18199.08508,0,0,266838.92,519051.9675,9724.578984,8579.228114,0,24093.45945,26207.44522,16080.532,0,0
 09/26  07:02:00,85281245.52,0,10496990.26,10615.04187,7872.483884,167291.0998,11951.325,19557.30531,0,0,278420.6729,519051.9675,10321.80616,9252.464325,0,29670.77296,26709.29209,16450.7176,0,0
 09/26  07:03:00,75736659.47,0,7233314.83,11264.36589,8534.19918,174753.3116,12779.8893,20859.61107,0,0,278004.9731,519051.9675,10881.53067,9898.166587,0,27436.68065,27211.11734,16824.4231,0,0
 09/26  07:04:00,70531293.07,0,4864293.872,11898.87108,9187.30397,180863.3812,13597.4698,22148.28146,0,0,281249.1887,519051.9675,11431.58236,10533.47758,0,29386.41596,27700.61029,17197.4288,0,0
 09/26  07:05:00,67494107.85,0,2731990.976,12502.33061,9829.960633,186501.4138,14399.44311,23417.77548,0,0,284493.1392,519051.9675,11990.27251,11152.87956,0,30317.4491,28207.79128,17569.376,0,0
 09/26  07:06:00,69859457.05,0,4628657.511,13121.17189,10459.93712,191936.7453,15175.10325,24661.44187,5468.933737,0,287488.0134,519051.9675,12546.7135,11742.69095,0,31265.88493,28717.9591,17939.6484,0,0
 09/26  07:07:00,70001874.01,0,5085691.191,13738.3201,11070.72975,197250.3437,15928.84923,25852.58425,5880.430382,0,290485.51,519051.9675,13099.79524,12347.06393,0,32202.76513,29231.09348,18307.4256,0,0
 09/26  07:08:00,69108724.2,0,4362340.545,14351.86221,11656.33383,202523.0056,16696.06228,27033.16798,5706.247291,0,299351.6641,519051.9675,13647.82365,12947.91286,0,33122.08873,29747.08203,18671.8883,0,0
 09/26  07:09:00,69239699.54,0,4430878.783,14961.30759,12253.67988,207729.7437,17460.54189,28227.39294,7019.487499,0,300083.8629,519051.9675,14190.03429,13545.52068,0,34039.68936,32576.44077,19028.1899,0,0
 09/26  07:10:00,69315703.53,0,4456283.073,15565.81599,12848.73048,212812.8526,18221.59908,29419.13388,7761.337885,0,303987.9891,519051.9675,14725.35792,14139.27628,0,34947.21929,36410.98582,19390.9401,0,0
 09/26  07:11:00,69486282.61,0,4465809.834,16164.11677,13440.32735,218227.813,18977.68342,30605.83606,8486.966181,0,307570.633,519051.9675,15252.32204,14727.99896,0,35842.65087,38779.67207,19758.9535,0,0
 09/26  07:12:00,69359981.84,0,4469575.107,16754.86481,14027.30351,226033.2641,19727.32469,31785.09436,9198.345334,0,310953.624,519051.9675,15769.12454,15310.52079,0,36723.05563,39093.19695,20128.6561,0,0
